"","Entity","Code","Year","source","energy_twh","rank"
"3915","Sweden","SWE",2018,"other_renewables",0,135
"3916","World","OWID_WRL",2019,"coal",9680.92,1
"3917","World","OWID_WRL",2019,"gas",6176.34,2
"3918","China","CHN",2019,"coal",4855.19,3
"3919","World","OWID_WRL",2019,"hydro",4220.11,4
"3920","World","OWID_WRL",2019,"nuclear",2724.08,5
"3921","United States","USA",2019,"gas",1585.81,6
"3922","World","OWID_WRL",2019,"wind",1419.51,7
"3923","China","CHN",2019,"hydro",1272.54,8
"3924","India","IND",2019,"coal",1198.76,9
"3925","United States","USA",2019,"coal",964.96,10
"3926","United States","USA",2019,"nuclear",809.41,11
"3927","World","OWID_WRL",2019,"oil",776.78,12
"3928","World","OWID_WRL",2019,"solar",701.19,13
"3929","World","OWID_WRL",2019,"bioenergy",575.5,14
"3930","Russia","RUS",2019,"gas",485.13,15
"3931","China","CHN",2019,"wind",405.3,16
"3932","France","FRA",2019,"nuclear",399.01,17
"3933","Brazil","BRA",2019,"hydro",397.88,18
"3934","Japan","JPN",2019,"gas",377.65,19
"3935","Canada","CAN",2019,"hydro",375.98,20
"3936","China","CHN",2019,"nuclear",348.7,21
"3937","Japan","JPN",2019,"coal",319.04,22
"3938","United States","USA",2019,"wind",295.88,23
"3939","United States","USA",2019,"hydro",282.61,24
"3940","China","CHN",2019,"gas",232.5,25
"3941","China","CHN",2019,"solar",224,26
"3942","South Africa","ZAF",2019,"coal",207.16,27
"3943","Russia","RUS",2019,"nuclear",195.54,28
"3944","Russia","RUS",2019,"hydro",194.72,29
"3945","Russia","RUS",2019,"coal",177.59,30
"3946","Germany","DEU",2019,"coal",171.45,31
"3947","India","IND",2019,"hydro",162.07,32
"3948","Australia","AUS",2019,"coal",139.98,33
"3949","United Kingdom","GBR",2019,"gas",130.58,34
"3950","Germany","DEU",2019,"wind",125.89,35
"3951","Norway","NOR",2019,"hydro",125.29,36
"3952","China","CHN",2019,"bioenergy",112.73,37
"3953","United States","USA",2019,"solar",106.89,38
"3954","Canada","CAN",2019,"nuclear",95.47,39
"3955","World","OWID_WRL",2019,"other_renewables",91.15,40
"3956","Germany","DEU",2019,"gas",90.92,41
"3957","Japan","JPN",2019,"hydro",79.82,42
"3958","Germany","DEU",2019,"nuclear",75.07,43
"3959","India","IND",2019,"gas",71.95,44
"3960","Japan","JPN",2019,"solar",69.38,45
"3961","Sweden","SWE",2019,"nuclear",66.13,46
"3962","Sweden","SWE",2019,"hydro",65.37,47
"3963","United Kingdom","GBR",2019,"wind",64.33,48
"3964","Japan","JPN",2019,"nuclear",63.88,49
"3965","Canada","CAN",2019,"gas",63.77,50
"3966","India","IND",2019,"wind",63.31,51
"3967","Brazil","BRA",2019,"gas",57.99,52
"3968","United States","USA",2019,"bioenergy",57.51,53
"3969","France","FRA",2019,"hydro",56.91,54
"3970","United Kingdom","GBR",2019,"nuclear",56.18,55
"3971","Brazil","BRA",2019,"wind",55.43,56
"3972","Brazil","BRA",2019,"bioenergy",52.69,57
"3973","Australia","AUS",2019,"gas",52.05,58
"3974","Germany","DEU",2019,"bioenergy",50.13,59
"3975","India","IND",2019,"solar",46.27,60
"3976","India","IND",2019,"nuclear",45.16,61
"3977","Germany","DEU",2019,"solar",44.38,62
"3978","Canada","CAN",2019,"coal",43.89,63
"3979","France","FRA",2019,"gas",39.31,64
"3980","Japan","JPN",2019,"oil",38.97,65
"3981","United States","USA",2019,"oil",37.44,66
"3982","United Kingdom","GBR",2019,"bioenergy",37.29,67
"3983","France","FRA",2019,"wind",34.72,68
"3984","Japan","JPN",2019,"bioenergy",33.39,69
"3985","Canada","CAN",2019,"wind",32.33,70
"3986","India","IND",2019,"bioenergy",31.51,71
"3987","Brazil","BRA",2019,"coal",23.46,72
"3988","Germany","DEU",2019,"oil",21.72,73
"3989","Sweden","SWE",2019,"wind",19.85,74
"3990","Germany","DEU",2019,"hydro",19.73,75
"3991","Australia","AUS",2019,"wind",19.72,76
"3992","United States","USA",2019,"other_renewables",17.87,77
"3993","Australia","AUS",2019,"hydro",15.6,78
"3994","Brazil","BRA",2019,"nuclear",15.16,79
"3995","Australia","AUS",2019,"solar",14.85,80
"3996","South Africa","ZAF",2019,"nuclear",13.6,81
"3997","Sweden","SWE",2019,"bioenergy",13.04,82
"3998","United Kingdom","GBR",2019,"solar",12.92,83
"3999","France","FRA",2019,"solar",12.33,84
"4000","France","FRA",2019,"oil",10.55,85
"4001","China","CHN",2019,"oil",10.53,86
"4002","Brazil","BRA",2019,"oil",9.46,87
"4003","Canada","CAN",2019,"bioenergy",9.45,88
"4004","France","FRA",2019,"bioenergy",8.64,89
"4005","Russia","RUS",2019,"oil",8.07,90
"4006","Japan","JPN",2019,"wind",7.58,91
"4007","United Kingdom","GBR",2019,"oil",7.52,92
"4008","United Kingdom","GBR",2019,"coal",6.89,93
"4009","South Africa","ZAF",2019,"wind",6.62,94
"4010","Brazil","BRA",2019,"solar",6.59,95
"4011","United Kingdom","GBR",2019,"hydro",5.93,96
"4012","Norway","NOR",2019,"wind",5.52,97
"4013","South Africa","ZAF",2019,"solar",4.81,98
"4014","Australia","AUS",2019,"oil",4.42,99
"4015","Canada","CAN",2019,"solar",4.04,100
"4016","France","FRA",2019,"coal",3.64,101
"4017","Australia","AUS",2019,"bioenergy",3.24,102
"4018","Canada","CAN",2019,"oil",2.99,103
"4019","India","IND",2019,"oil",2.88,104
"4020","Sweden","SWE",2019,"oil",2.85,105
"4021","Japan","JPN",2019,"other_renewables",2.55,106
"4022","Norway","NOR",2019,"gas",2.06,107
"4023","Russia","RUS",2019,"solar",1.28,108
"4024","South Africa","ZAF",2019,"oil",1.23,109
"4025","South Africa","ZAF",2019,"hydro",0.73,110
"4026","Sweden","SWE",2019,"solar",0.68,111
"4027","Norway","NOR",2019,"oil",0.66,112
"4028","France","FRA",2019,"other_renewables",0.61,113
"4029","Russia","RUS",2019,"bioenergy",0.49,114
"4030","Russia","RUS",2019,"other_renewables",0.43,115
"4031","South Africa","ZAF",2019,"bioenergy",0.41,116
"4032","Russia","RUS",2019,"wind",0.33,117
"4033","Sweden","SWE",2019,"gas",0.29,118
"4034","Norway","NOR",2019,"bioenergy",0.25,119
"4035","Sweden","SWE",2019,"coal",0.21,120
"4036","Germany","DEU",2019,"other_renewables",0.2,121
"4037","Norway","NOR",2019,"coal",0.04,122
"4038","Norway","NOR",2019,"solar",0.01,123
"4039","United Kingdom","GBR",2019,"other_renewables",0.01,124
"4040","Australia","AUS",2019,"other_renewables",0,125
"4041","Australia","AUS",2019,"nuclear",0,126
"4042","Brazil","BRA",2019,"other_renewables",0,127
"4043","Canada","CAN",2019,"other_renewables",0,128
"4044","China","CHN",2019,"other_renewables",0,129
"4045","India","IND",2019,"other_renewables",0,130
"4046","Norway","NOR",2019,"other_renewables",0,131
"4047","Norway","NOR",2019,"nuclear",0,132
"4048","South Africa","ZAF",2019,"other_renewables",0,133
"4049","South Africa","ZAF",2019,"gas",0,134
"4050","Sweden","SWE",2019,"other_renewables",0,135
"4051","World","OWID_WRL",2020,"coal",9292.9,1
"4052","World","OWID_WRL",2020,"gas",6132.47,2
"4053","China","CHN",2020,"coal",4920.83,3
"4054","World","OWID_WRL",2020,"hydro",4341.1,4
"4055","World","OWID_WRL",2020,"nuclear",2634.69,5
"4056","United States","USA",2020,"gas",1624.17,6
"4057","World","OWID_WRL",2020,"wind",1587.13,7
"4058","China","CHN",2020,"hydro",1321.71,8
"4059","India","IND",2020,"coal",1125.77,9
"4060","World","OWID_WRL",2020,"solar",850.89,10
"4061","United States","USA",2020,"nuclear",789.88,11
"4062","United States","USA",2020,"coal",773.39,12
"4063","World","OWID_WRL",2020,"oil",741,13
"4064","World","OWID_WRL",2020,"bioenergy",602.57,14
"4065","China","CHN",2020,"wind",466.5,15
"4066","Russia","RUS",2020,"gas",438.78,16
"4067","Brazil","BRA",2020,"hydro",396.33,17
"4068","Canada","CAN",2020,"hydro",380.93,18
"4069","Japan","JPN",2020,"gas",368.19,19
"4070","China","CHN",2020,"nuclear",366.2,20
"4071","France","FRA",2020,"nuclear",353.83,21
"4072","United States","USA",2020,"wind",337.94,22
"4073","Japan","JPN",2020,"coal",310.29,23
"4074","United States","USA",2020,"hydro",279.95,24
"4075","China","CHN",2020,"solar",261.1,25
"4076","China","CHN",2020,"gas",252.5,26
"4077","Russia","RUS",2020,"nuclear",215.74,27
"4078","Russia","RUS",2020,"hydro",212.59,28
"4079","South Africa","ZAF",2020,"coal",196.12,29
"4080","Russia","RUS",2020,"coal",165.92,30
"4081","India","IND",2020,"hydro",163.71,31
"4082","Norway","NOR",2020,"hydro",141.8,32
"4083","China","CHN",2020,"bioenergy",135.63,33
"4084","Germany","DEU",2020,"coal",134.6,34
"4085","Australia","AUS",2020,"coal",133.21,35
"4086","Germany","DEU",2020,"wind",132.1,36
"4087","United States","USA",2020,"solar",130.72,37
"4088","United Kingdom","GBR",2020,"gas",111.22,38
"4089","Germany","DEU",2020,"gas",96.38,39
"4090","World","OWID_WRL",2020,"other_renewables",94.16,40
"4091","Canada","CAN",2020,"nuclear",92.65,41
"4092","Japan","JPN",2020,"solar",79.09,42
"4093","Japan","JPN",2020,"hydro",78.81,43
"4094","India","IND",2020,"gas",74.46,44
"4095","United Kingdom","GBR",2020,"wind",73.64,45
"4096","Sweden","SWE",2020,"hydro",72.39,46
"4097","Canada","CAN",2020,"gas",65.32,47
"4098","Germany","DEU",2020,"nuclear",64.38,48
"4099","France","FRA",2020,"hydro",62.59,49
"4100","India","IND",2020,"wind",60.43,50
"4101","India","IND",2020,"solar",58.68,51
"4102","Brazil","BRA",2020,"bioenergy",56.56,52
"4103","Brazil","BRA",2020,"wind",56.48,53
"4104","United States","USA",2020,"bioenergy",54.7,54
"4105","Brazil","BRA",2020,"gas",51.48,55
"4106","Germany","DEU",2020,"bioenergy",50.93,56
"4107","United Kingdom","GBR",2020,"nuclear",50.85,57
"4108","Australia","AUS",2020,"gas",49.51,58
"4109","Germany","DEU",2020,"solar",49.5,59
"4110","Sweden","SWE",2020,"nuclear",49.2,60
"4111","India","IND",2020,"nuclear",44.61,61
"4112","Japan","JPN",2020,"nuclear",41.86,62
"4113","France","FRA",2020,"wind",39.86,63
"4114","Japan","JPN",2020,"oil",38.19,64
"4115","United Kingdom","GBR",2020,"bioenergy",38.09,65
"4116","Japan","JPN",2020,"bioenergy",36.24,66
"4117","Canada","CAN",2020,"wind",35.74,67
"4118","France","FRA",2020,"gas",35.28,68
"4119","United States","USA",2020,"oil",34.34,69
"4120","Canada","CAN",2020,"coal",34.29,70
"4121","India","IND",2020,"bioenergy",32.94,71
"4122","Sweden","SWE",2020,"wind",27.53,72
"4123","Australia","AUS",2020,"solar",23.85,73
"4124","Australia","AUS",2020,"wind",22.2,74
"4125","Germany","DEU",2020,"oil",20.42,75
"4126","Brazil","BRA",2020,"coal",19.53,76
"4127","Germany","DEU",2020,"hydro",18.72,77
"4128","United States","USA",2020,"other_renewables",18.09,78
"4129","Australia","AUS",2020,"hydro",14.76,79
"4130","France","FRA",2020,"solar",13.46,80
"4131","United Kingdom","GBR",2020,"solar",13.33,81
"4132","Brazil","BRA",2020,"nuclear",13.21,82
"4133","South Africa","ZAF",2020,"nuclear",11.62,83
"4134","Sweden","SWE",2020,"bioenergy",11.18,84
"4135","China","CHN",2020,"oil",10.8,85
"4136","Brazil","BRA",2020,"solar",10.64,86
"4137","Brazil","BRA",2020,"oil",10.14,87
"4138","Norway","NOR",2020,"wind",9.91,88
"4139","France","FRA",2020,"oil",9.77,89
"4140","France","FRA",2020,"bioenergy",8.76,90
"4141","Japan","JPN",2020,"wind",8.48,91
"4142","Canada","CAN",2020,"bioenergy",8.33,92
"4143","United Kingdom","GBR",2020,"oil",8.22,93
"4144","Russia","RUS",2020,"oil",7.72,94
"4145","United Kingdom","GBR",2020,"hydro",6.68,95
"4146","South Africa","ZAF",2020,"wind",5.94,96
"4147","United Kingdom","GBR",2020,"coal",5.34,97
"4148","South Africa","ZAF",2020,"solar",5.03,98
"4149","Canada","CAN",2020,"solar",4.24,99
"4150","Australia","AUS",2020,"oil",4.2,100
"4151","Australia","AUS",2020,"bioenergy",3.18,101
"4152","France","FRA",2020,"coal",3.09,102
"4153","Japan","JPN",2020,"other_renewables",2.98,103
"4154","Canada","CAN",2020,"oil",2.58,104
"4155","Sweden","SWE",2020,"oil",2.34,105
"4156","India","IND",2020,"oil",2.11,106
"4157","Russia","RUS",2020,"solar",2.02,107
"4158","Norway","NOR",2020,"gas",1.61,108
"4159","South Africa","ZAF",2020,"hydro",1.44,109
"4160","South Africa","ZAF",2020,"oil",1.38,110
"4161","Russia","RUS",2020,"wind",1.24,111
"4162","Sweden","SWE",2020,"solar",1.05,112
"4163","France","FRA",2020,"other_renewables",0.61,113
"4164","Norway","NOR",2020,"oil",0.55,114
"4165","Russia","RUS",2020,"bioenergy",0.48,115
"4166","Russia","RUS",2020,"other_renewables",0.42,116
"4167","South Africa","ZAF",2020,"bioenergy",0.42,117
"4168","Norway","NOR",2020,"bioenergy",0.24,118
"4169","Germany","DEU",2020,"other_renewables",0.23,119
"4170","Norway","NOR",2020,"solar",0.14,120
"4171","Sweden","SWE",2020,"gas",0.1,121
"4172","Norway","NOR",2020,"coal",0.04,122
"4173","Australia","AUS",2020,"other_renewables",0,123
"4174","Australia","AUS",2020,"nuclear",0,124
"4175","Brazil","BRA",2020,"other_renewables",0,125
"4176","Canada","CAN",2020,"other_renewables",0,126
"4177","China","CHN",2020,"other_renewables",0,127
"4178","India","IND",2020,"other_renewables",0,128
"4179","Norway","NOR",2020,"other_renewables",0,129
"4180","Norway","NOR",2020,"nuclear",0,130
"4181","South Africa","ZAF",2020,"other_renewables",0,131
"4182","South Africa","ZAF",2020,"gas",0,132
"4183","Sweden","SWE",2020,"other_renewables",0,133
"4184","Sweden","SWE",2020,"coal",0,134
"4185","United Kingdom","GBR",2020,"other_renewables",0,135
"4186","World","OWID_WRL",2021,"coal",10081.8,1
"4187","World","OWID_WRL",2021,"gas",6326,2
"4188","China","CHN",2021,"coal",5339.14,3
"4189","World","OWID_WRL",2021,"hydro",4244.57,4
"4190","World","OWID_WRL",2021,"nuclear",2740.78,5
"4191","World","OWID_WRL",2021,"wind",1849.4,6
"4192","United States","USA",2021,"gas",1579.19,7
"4193","China","CHN",2021,"hydro",1300,8
"4194","India","IND",2021,"coal",1271.14,9
"4195","World","OWID_WRL",2021,"solar",1040.06,10
"4196","United States","USA",2021,"coal",898,11
"4197","World","OWID_WRL",2021,"oil",793.53,12
"4198","United States","USA",2021,"nuclear",779.65,13
"4199","World","OWID_WRL",2021,"bioenergy",663.78,14
"4200","China","CHN",2021,"wind",655.6,15
"4201","Russia","RUS",2021,"gas",466.24,16
"4202","China","CHN",2021,"nuclear",407.5,17
"4203","France","FRA",2021,"nuclear",379.36,18
"4204","United States","USA",2021,"wind",378.2,19
"4205","Canada","CAN",2021,"hydro",377.16,20
"4206","Brazil","BRA",2021,"hydro",362.82,21
"4207","Japan","JPN",2021,"gas",336.63,22
"4208","China","CHN",2021,"solar",327,23
"4209","Japan","JPN",2021,"coal",311.62,24
"4210","China","CHN",2021,"gas",272.6,25
"4211","United States","USA",2021,"hydro",246.47,26
"4212","Russia","RUS",2021,"nuclear",222.44,27
"4213","Russia","RUS",2021,"hydro",214.5,28
"4214","South Africa","ZAF",2021,"coal",192.73,29
"4215","Russia","RUS",2021,"coal",192.12,30
"4216","China","CHN",2021,"bioenergy",169.93,31
"4217","Germany","DEU",2021,"coal",164.5,32
"4218","United States","USA",2021,"solar",164.42,33
"4219","India","IND",2021,"hydro",160.33,34
"4220","Norway","NOR",2021,"hydro",143.93,35
"4221","Australia","AUS",2021,"coal",126.79,36
"4222","United Kingdom","GBR",2021,"gas",123.58,37
"4223","Germany","DEU",2021,"wind",114.65,38
"4224","Germany","DEU",2021,"gas",95.22,39
"4225","World","OWID_WRL",2021,"other_renewables",95,40
"4226","Brazil","BRA",2021,"gas",91.03,41
"4227","Japan","JPN",2021,"solar",88.7,42
"4228","Canada","CAN",2021,"nuclear",87.36,43
"4229","Japan","JPN",2021,"hydro",79.14,44
"4230","Sweden","SWE",2021,"hydro",73.89,45
"4231","Canada","CAN",2021,"gas",72.29,46
"4232","Brazil","BRA",2021,"wind",71.5,47
"4233","Germany","DEU",2021,"nuclear",69.13,48
"4234","India","IND",2021,"solar",68.31,49
"4235","India","IND",2021,"wind",68.09,50
"4236","United Kingdom","GBR",2021,"wind",65.02,51
"4237","India","IND",2021,"gas",64.18,52
"4238","Japan","JPN",2021,"nuclear",61.22,53
"4239","France","FRA",2021,"hydro",59.62,54
"4240","Brazil","BRA",2021,"bioenergy",57.6,55
"4241","United States","USA",2021,"bioenergy",54.25,56
"4242","Sweden","SWE",2021,"nuclear",52.97,57
"4243","Germany","DEU",2021,"solar",49.34,58
"4244","Germany","DEU",2021,"bioenergy",46.91,59
"4245","United Kingdom","GBR",2021,"nuclear",46.88,60
"4246","Australia","AUS",2021,"gas",43.95,61
"4247","India","IND",2021,"nuclear",43.92,62
"4248","United Kingdom","GBR",2021,"bioenergy",39.11,63
"4249","Japan","JPN",2021,"bioenergy",36.91,64
"4250","France","FRA",2021,"wind",36.83,65
"4251","Canada","CAN",2021,"coal",36.81,66
"4252","India","IND",2021,"bioenergy",35.47,67
"4253","Canada","CAN",2021,"wind",35.21,68
"4254","United States","USA",2021,"oil",35.2,69
"4255","France","FRA",2021,"gas",33.36,70
"4256","Japan","JPN",2021,"oil",32.33,71
"4257","Australia","AUS",2021,"solar",28.04,72
"4258","Sweden","SWE",2021,"wind",27.24,73
"4259","Australia","AUS",2021,"wind",26.09,74
"4260","Brazil","BRA",2021,"coal",25.22,75
"4261","Brazil","BRA",2021,"oil",22.96,76
"4262","Germany","DEU",2021,"oil",21.7,77
"4263","Germany","DEU",2021,"hydro",19.66,78
"4264","United States","USA",2021,"other_renewables",18.24,79
"4265","Brazil","BRA",2021,"solar",16.75,80
"4266","France","FRA",2021,"solar",15.73,81
"4267","Australia","AUS",2021,"hydro",14.76,82
"4268","Brazil","BRA",2021,"nuclear",14.7,83
"4269","Sweden","SWE",2021,"bioenergy",13.08,84
"4270","United Kingdom","GBR",2021,"solar",12.48,85
"4271","China","CHN",2021,"oil",12.25,86
"4272","South Africa","ZAF",2021,"nuclear",12.15,87
"4273","Norway","NOR",2021,"wind",11.77,88
"4274","France","FRA",2021,"oil",9.86,89
"4275","France","FRA",2021,"bioenergy",9.6,90
"4276","Canada","CAN",2021,"bioenergy",9.23,91
"4277","Japan","JPN",2021,"wind",8.96,92
"4278","United Kingdom","GBR",2021,"oil",8.58,93
"4279","South Africa","ZAF",2021,"wind",8.36,94
"4280","Russia","RUS",2021,"oil",7.94,95
"4281","South Africa","ZAF",2021,"solar",6.65,96
"4282","United Kingdom","GBR",2021,"coal",5.92,97
"4283","United Kingdom","GBR",2021,"hydro",5.59,98
"4284","France","FRA",2021,"coal",5.44,99
"4285","Canada","CAN",2021,"solar",5.11,100
"4286","Australia","AUS",2021,"oil",4.34,101
"4287","Russia","RUS",2021,"wind",3.89,102
"4288","Australia","AUS",2021,"bioenergy",3.09,103
"4289","Japan","JPN",2021,"other_renewables",3.02,104
"4290","Canada","CAN",2021,"oil",2.78,105
"4291","Sweden","SWE",2021,"oil",2.76,106
"4292","India","IND",2021,"oil",2.31,107
"4293","Russia","RUS",2021,"solar",2.3,108
"4294","Sweden","SWE",2021,"solar",1.53,109
"4295","South Africa","ZAF",2021,"hydro",1.47,110
"4296","South Africa","ZAF",2021,"oil",1.44,111
"4297","Norway","NOR",2021,"oil",0.73,112
"4298","France","FRA",2021,"other_renewables",0.58,113
"4299","Russia","RUS",2021,"bioenergy",0.49,114
"4300","Russia","RUS",2021,"other_renewables",0.44,115
"4301","South Africa","ZAF",2021,"bioenergy",0.4,116
"4302","Norway","NOR",2021,"gas",0.31,117
"4303","Sweden","SWE",2021,"gas",0.29,118
"4304","Germany","DEU",2021,"other_renewables",0.24,119
"4305","Norway","NOR",2021,"bioenergy",0.22,120
"4306","Norway","NOR",2021,"solar",0.17,121
"4307","Norway","NOR",2021,"coal",0.04,122
"4308","Sweden","SWE",2021,"coal",0.01,123
"4309","Australia","AUS",2021,"other_renewables",0,124
"4310","Australia","AUS",2021,"nuclear",0,125
"4311","Brazil","BRA",2021,"other_renewables",0,126
"4312","Canada","CAN",2021,"other_renewables",0,127
"4313","China","CHN",2021,"other_renewables",0,128
"4314","India","IND",2021,"other_renewables",0,129
"4315","Norway","NOR",2021,"other_renewables",0,130
"4316","Norway","NOR",2021,"nuclear",0,131
"4317","South Africa","ZAF",2021,"other_renewables",0,132
"4318","South Africa","ZAF",2021,"gas",0,133
"4319","Sweden","SWE",2021,"other_renewables",0,134
"4320","United Kingdom","GBR",2021,"other_renewables",0,135
"4321","World","OWID_WRL",2022,"coal",10190.71,1
"4322","World","OWID_WRL",2022,"gas",6309.46,2
"4323","China","CHN",2022,"coal",5421.19,3
"4324","World","OWID_WRL",2022,"hydro",4326.76,4
"4325","World","OWID_WRL",2022,"nuclear",2610.04,5
"4326","World","OWID_WRL",2022,"wind",2139.23,6
"4327","United States","USA",2022,"gas",1689.46,7
"4328","India","IND",2022,"coal",1363.1,8
"4329","China","CHN",2022,"hydro",1318.22,9
"4330","World","OWID_WRL",2022,"solar",1289.27,10
"4331","World","OWID_WRL",2022,"oil",884.98,11
"4332","United States","USA",2022,"coal",828.99,12
"4333","China","CHN",2022,"wind",800.52,13
"4334","United States","USA",2022,"nuclear",771.54,14
"4335","World","OWID_WRL",2022,"bioenergy",677.57,15
"4336","Russia","RUS",2022,"gas",479.02,16
"4337","United States","USA",2022,"wind",434.81,17
"4338","Brazil","BRA",2022,"hydro",428.06,18
